Production_budget_USD,Worldwide_gross_USD
109000000,101018283
120000000,101028233
70000000,101068340
80000000,101117573
14400000,101157447
130000000,101200044
100000000,101295562
24000000,101363301
60000000,101413188
80000000,101440743
32000000,101470202
55000000,101530738
103300000,101643008
45000000,101704370
12000000,101800948
190000000,101802906
15000000,102003019
77000000,102084362
15000000,102092201
6000000,102272145
6000000,102308900
34000000,102427862
40000000,102470008
175000000,102491776
90000000,102515793
80000000,102543518
110000000,102608827
60000000,102705852
55000000,102826543
20000000,102922376
80000000,103028109
15000000,103046663
82000000,103068524
165000000,103144286
75000000,103365956
145000000,103412758
47000000,103738726
50000000,103804407
79000000,103860290
5000000,104028807
70000000,104029443
80000000,104054514
60000000,104148781
55000000,104354205
155000000,104386950
105000000,104400899
32000000,104636382
45000000,104897530
55000000,105263257
50000000,105264608
210000000,105487148
30000000,105489203
99000000,105806508
50000000,105807520
60000000,106126012
60000000,106429941
110000000,106580051
7500000,106593296
42000000,106793915
45000000,106807667
30000000,106885658
13000000,106954678
55000000,107136417
125000000,107325195
73000000,107509366
138000000,107509799
100000000,107518682
40000000,107533925
34000000,107825862
8000000,107928762
63000000,108085305
54000000,108185706
37500000,108235497
30000000,108244774
30000000,108360063
95000000,108638745
40000000,108766007
60000000,109205660
14000000,109306210
26000000,109449237
170000000,109712515
24000000,109713132
37000000,109767581
45000000,110000082
80000000,110101975
35000000,110212700
26000000,110222438
10000000,110359362
52000000,110485654
90000000,110515313
140000000,110550000
65000000,110825712
20000000,111035005
140000000,111110575
145000000,111506430
85000000,111549836
40000000,111760631
11000000,111897830
15000000,111936388
103000000,112200072
80000000,112276146
35000000,112692062
85000000,112735375
72000000,112950721
56000000,113006880
125000000,113203870
20000000,113257297
110000000,113330342
30000000,113502246
7000000,113721571
127000000,113746621
175000000,113805681
150000000,114053579
71682975,114197520
30000000,114326736
55000000,114434010
170000000,114723689
18000000,114968774
28000000,115108515
50000000,115234093
65000000,115637895
30000000,115646235
30000000,115654751
50000000,115715889
120000000,115802596
65000000,115821495
14000000,116000000
42000000,116089678
200000000,116601172
30000000,116632095
41000000,116724075
40000000,116735231
70000000,116877597
100000000,116900694
85000000,117144465
20000000,117229692
70000000,117323878
35000000,117538559
33000000,117559438
75000000,117723989
130000000,118311368
40000000,118450002
68000000,118471320
61000000,118594548
100000000,118627117
52000000,118703275
75000000,118871849
6000000,119114517
100000000,119219978
65000000,119394839
150000000,119436770
29000000,119519402
70000000,119654823
85000000,119725280
78000000,119793567
18000000,119920129
80000000,120146040
170000000,120150546
86000000,120277854
90000000,120620254
30000000,120709866
70000000,120774594
75000000,120776832
30000000,121248145
17500000,121463226
60000000,121468960
20000000,121697323
25000000,121945720
62000000,122012656
140000000,122523060
187500000,123087120
84000000,123307945
135000000,123477607
13000000,123922370
48000000,124107476
80000000,124685242
35000000,124740460
100000000,124870275
12000000,124872350
120000000,124987022
30000000,125014030
60000000,125070033
40000000,125095601
110000000,125304276
90000000,125305545
200000000,125322469
110000000,125531634
50000000,125548685
60000000,125618201
85000000,126181630
50000000,126293452
125000000,126477084
40000000,126573960
150000000,126631277
180000000,126643061
46000000,126813153
135000000,126930660
50000000,127004179
76000000,127120058
16000000,127175374
102000000,127195589
38000000,127214072
50000000,127352707
50000000,127440871
160000000,127509326
85000000,127706877
56200000,128002372
80000000,128012934
15000000,128067808
80000000,128200012
94000000,128261724
144000000,128350574
18000000,128505958
55000000,128814019
48000000,129094024
15000000,130058047
100000000,130164645
217000000,130168683
99000000,130178411
110000000,130179072
80000000,130319208
140000000,130444603
45000000,130531208
20000000,130726716
94000000,131144183
130000000,131538435
150000000,131772187
120000000,131921738
102000000,132024714
21000000,132092958
137000000,132177234
90000000,132384315
20000000,132422809
115000000,132556852
20000000,132675402
80000000,133107389
150000000,133298577
150000000,133375846
150000000,133501348
80000000,133668525
75000000,134069511
25000000,134202565
55000000,134218018
35000000,134506920
75000000,134508551
110000000,134529403
137500000,134806913
7000000,134966411
50000000,135014968
13500000,135265915
150000000,135386665
56000000,135560942
44500000,136025503
125000000,136314294
70000000,136492681
60000000,136801374
82500000,137355633
20000000,137400141
150000000,137690172
127500000,137748063
190000000,137855863
6000000,137963328
5000000,138141585
10000000,138433435
42000000,138447667
130000000,138540870
40000000,138614544
15000000,138797449
65000000,139225854
150000000,139270910
45000000,139854287
105000000,140015224
180000000,140125968
70000000,140218711
85000000,140371656
80000000,140464664
35000000,141186864
14000000,141330703
33000000,141340178
55000000,141579773
225000000,141621490
70000000,141930000
110000000,142614158
60000000,143153751
7000000,143495265
140000000,143528619
90000000,143619809
150000000,143733273
52000000,144130063
71500000,144156605
38000000,144512310
35000000,144731527
105000000,144801023
22000000,144833357
190000000,144840419
25000000,145000989
30000000,145096820
178000000,145443742
80000000,145771527
100000000,146282411
26000000,146336178
160000000,146408305
152000000,146880162
25000000,148095302
11000000,148168459
73000000,148213377
85000000,148313048
130000000,148415853
100000000,148438600
50000000,148478011
27500000,148761765
65000000,148809770
130000000,149260504
18000000,150086800
40000000,150117807
175000000,150201498
50000000,150357137
170000000,150358296
37000000,150394119
44000000,150415432
85000000,150947895
20000000,151101803
70000000,152257509
57500000,152647258
80000000,152806255
175000000,152901115
84000000,153294164
150000000,153636354
20000000,153665036
125000000,153707064
50000000,153952592
70000000,154112492
85000000,154529439
87500000,154696080
80000000,155019340
85000000,155064265
170000000,155136755
110000000,155190832
80000000,155385488
178000000,155442489
90000000,155464351
14000000,156645693
19000000,157019771
75000000,157299717
82000000,158119460
42000000,158340892
185000000,158848340
10000000,159342015
200000000,159555901
43000000,159581587
5500000,159616327
129000000,160799505
142000000,160942139
28000000,161197785
95000000,161321843
75000000,161412000
23000000,161491646
75000000,162001186
120000000,162192920
55000000,162586036
45000000,162798565
100000000,162805434
80000000,162833635
74000000,162994032
8200000,163214286
125000000,163214888
30000000,163479795
40000000,163958031
52000000,164606800
87000000,165092266
150000000,165249063
50000000,165493908
200000000,166112167
40000000,166167230
55000000,166225040
102000000,167365000
65000000,167500092
61000000,167767189
15000000,167780960
185000000,168052812
60000000,168213584
20000000,169100479
32500000,169211718
40000000,169263165
230000000,169368427
25000000,169607287
80000000,169700110
25000000,169705587
30000000,170687518
78000000,170708996
145000000,171091819
35000000,171243005
65000000,171479930
130000000,171958438
200000000,172062763
230000000,172558876
25000000,172825435
85000000,172956409
100000000,173005002
20000000,173585516
65000000,173772767
32000000,173840591
84000000,174340174
30000000,174532921
8800000,174803506
125000000,175003033
20000000,175006930
80000000,175750384
5000000,176040665
85000000,176087450
65000000,176387405
22000000,176484651
40000000,176591618
140000000,176654505
93000000,176760185
145000000,177002924
15000000,177200000
150000000,177243721
130000000,177397510
55000000,177784257
14000000,178406268
215000000,179020854
15000000,179800601
28000000,179880271
150000000,179883157
100000000,180011740
150000000,180174880
130000000,180202163
80000000,180981886
150000000,181030624
93000000,181166115
45000000,181410615
6000000,181813770
65000000,182207973
120000000,182618434
65000000,182805123
72500000,183135014
85000000,183417150
135000000,183637894
44000000,183875760
100000000,184031112
19000000,184208842
29000000,184296230
110000000,186336279
125000000,186740799
125000000,186848418
135000000,187168425
170000000,187224605
103000000,187683805
165000000,188017894
17000000,188024361
165000000,189412677
150000000,190068280
90000000,190173195
140000000,190418803
125000000,191204754
200000000,191450875
50000000,191719337
30000000,191796233
37000000,192769854
75000000,193595521
150000000,195042377
75000000,195330621
90000000,196573705
48000000,197171806
85000000,198000317
175000000,198351526
151500000,198539855
300000000,200074175
232000000,200120000
160000000,200676069
260000000,200821936
175000000,201091711
95000000,201151353
140000000,201578182
98000000,202007640
190000000,202359711
200000000,202853933
100000000,203464105
150000000,205343774
35000000,206040085
20000000,206333165
150000000,206362140
150000000,206445654
150000000,206459076
170000000,208545589
90000000,209028679
40000000,209218368
145000000,209397903
175000000,209726015
125000000,210031325
60000000,210614939
19000000,212259762
63000000,213117789
116000000,213511408
275000000,213767512
67500000,214030500
125000000,214949694
36000000,215288866
120000000,215409889
130000000,215434591
55000000,216303339
65000000,216335085
145000000,216391482
130000000,216648740
55000000,217326974
28000000,217350219
125000000,217536138
165000000,217581232
22000000,217631306
207000000,218080025
50000000,218665740
25000000,219195051
70000000,219614612
178000000,220159104
165000000,222527828
180000000,223808164
20000000,225686079
250000000,225764765
90000000,226164286
127000000,226277068
130000000,227471070
150000000,227946274
70702619,227969295
108000000,228433663
190000000,228778661
300000000,229024295
75000000,229086679
12000000,230347346
165000000,232641920
85000000,233632142
200000000,233921534
180000000,234037575
132000000,234280354
210000000,234362462
15000000,234760478
200000000,234770996
185000000,237282182
160000000,238679850
165000000,238736787
410600000,241063875
180000000,241407328
5000000,241438208
88000000,241688385
30000000,242212467
81000000,242704995
70000000,244082982
210000000,245439076
90000000,245852179
150000000,248757044
130000000,249757726
90000000,250690539
110000000,250863268
35000000,251188924
69000000,251513985
80000000,254464305
250000000,255119788
35000000,255959475
150000000,256393010
140000000,257730019
60000000,257784718
250000000,258366855
170000000,259746958
12000000,260000000
123000000,260044825
92000000,261441092
220000000,262030663
100000000,262233381
75000000,264624300
50000000,267655011
200000000,268488329
75000000,270329045
75000000,270620950
110000000,274092705
35000000,277322503
60000000,279167575
127500000,281287133
150000000,281553689
160000000,281723902
15000000,285761243
115000000,289423425
150000000,290201752
23000000,290271960
225000000,291045518
180000000,291710957
150000000,292137260
136200000,292324737
160000000,292576195
175000000,293004164
40000000,293506292
125000000,296131568
50000000,296623634
68000000,300531751
250000000,302089278
250000000,303003568
200000000,304360277
140000000,305411224
75000000,306169255
32500000,309205079
300000000,309420425
115000000,310676740
170000000,312433331
180000000,315058289
109000000,315544750
185000000,317101119
125000000,317871467
186000000,318604126
151000000,319246193
160000000,322719944
110000000,324591735
175000000,325100054
35000000,327481748
55000000,330151138
250000000,330360194
160000000,332255270
170000000,333172112
200000000,334191110
175000000,334201140
160000000,335061807
74000000,336045770
258000000,336530303
125000000,337135885
150000000,341268248
94000000,342548984
182000000,343140586
58000000,350126372
195000000,352390543
190000000,353007020
175000000,356461711
58000000,363070709
175000000,364001123
76000000,368065385
75000000,368384330
25000000,370782930
200000000,373524485
94000000,377845905
115000000,380270577
94000000,380529370
125000000,381193157
200000000,389813101
63000000,395708305
150000000,400738009
210000000,402111870
139000000,403706375
90000000,404508916
80000000,408010692
250000000,408084349
200000000,408992272
150000000,412563408
200000000,415004880
170000000,417719760
79300000,421785283
225000000,423315812
130000000,424668047
175000000,426829839
10500000,435110554
70000000,441226247
275000000,448139099
330600000,459005868
11000000,460998007
115000000,474544677
200000000,486295561
160000000,504014165
200000000,532177324
185000000,533720947
200000000,608581744
317000000,620181382
225000000,623279547
215000000,652270625
200000000,659363944
300000000,678815482
200000000,700059566
425000000,760507625
400000000,855623749
306000000,936662225
